county,state,population,latitude,longitude
Crawford,IL,18729,39.0027,-87.7596
Concordia,LA,18677,31.4459,-91.6401
Lamar,GA,18676,33.0765,-84.1395
Fentress,TN,18642,36.3805,-84.9324
Randolph,AR,18619,36.3415,-91.0276
Poweshiek,IA,18608,41.6864,-92.5315
Clay,MS,18598,33.6556,-88.7816
Deaf Smith,TX,18585,34.9660,-102.6050
Otero,CO,18580,37.9026,-103.7165
Bethel,AK,18538,60.9132,-159.8186
Yancey,NC,18538,35.8989,-82.3076
Ste. Genevieve,MO,18494,37.8945,-90.1944
Dickinson,KS,18492,38.8665,-97.1527
Westmoreland,VA,18480,38.1120,-76.8042
Cedar,IA,18479,41.7723,-91.1324
Wright,MO,18475,37.2702,-92.4687
Appling,GA,18441,31.7492,-82.2889
Bosque,TX,18404,31.9004,-97.6343
Jefferson,KS,18387,39.2358,-95.3834
Banks,GA,18381,34.3543,-83.4972
Andrews,TX,18362,32.3050,-102.6377
Stone,MS,18360,30.7900,-89.1177
Covington,MS,18323,31.6332,-89.5526
Berrien,GA,18187,31.2760,-83.2296
Montour,PA,18165,41.0279,-76.6586
Colonial Heights,VA,18158,37.2650,-77.3969
Frio,TX,18151,28.8678,-99.1082
Brantley,GA,18105,31.1969,-81.9819
Gilchrist,FL,18070,29.7258,-82.8004
Andrew,MO,18069,39.9835,-94.8021
Benzie,MI,18058,44.6387,-86.0155
Sawyer,WI,18057,45.8800,-91.1446
Grant,AR,18022,34.2900,-92.4237
Russell,KY,18021,36.9911,-85.0587
Southampton,VA,18003,36.7204,-77.1061
San Juan,WA,18001,48.5776,-122.9654
Madison,FL,17986,30.4441,-83.4701
Johnson,TN,17982,36.4549,-81.8518
Burleson,TX,17958,30.4925,-96.6215
Kalkaska,MI,17934,44.6847,-85.0902
Young,TX,17903,33.1766,-98.6878
Schuyler,NY,17855,42.3938,-76.8752
King William,VA,17845,37.7066,-77.0885
Unicoi,TN,17845,36.1107,-82.4323
Attala,MS,17842,33.0863,-89.5815
Bertie,NC,17818,36.0663,-76.9788
Hughes,SD,17812,44.3890,-99.9960
Eastland,TX,17812,32.3271,-98.8323
Haywood,TN,17806,35.5832,-89.2838
Winston,MS,17741,33.0885,-89.0344
Pike,MO,17719,39.3438,-91.1714
Dickinson,IA,17692,43.3780,-95.1508
Avery,NC,17679,36.0765,-81.9226
Patrick,VA,17660,36.6783,-80.2844
Seward,NE,17644,40.8724,-97.1395
Polk,TN,17620,35.1199,-84.5233
Park,CO,17597,39.1194,-105.7172
Hancock,IL,17582,40.4038,-91.1647
Lee,TX,17543,30.3107,-96.9657
Northampton,NC,17528,36.4178,-77.3969
Delaware,IA,17523,42.4712,-91.3673
Sharp,AR,17422,36.1612,-91.4798
Chester,TN,17392,35.4218,-88.6134
Pitkin,CO,17325,39.2171,-106.9166
Park,MT,17320,45.4884,-110.5267
Drew,AR,17309,33.5894,-91.7200
Henry,AL,17282,31.5147,-85.2414
Humboldt,NV,17266,41.4068,-118.1120
Richland,WI,17256,43.3756,-90.4295
Cook,GA,17242,31.1540,-83.4305
Morgan,WV,17237,39.5604,-78.2578
Garrard,KY,17175,37.6396,-84.5377
Ben Hill,GA,17169,31.7598,-83.2205
Franklin,AR,17160,35.5124,-93.8906
Dallas,MO,17158,37.6804,-93.0237
Mariposa,CA,17130,37.5815,-119.9054
Clayton,IA,17123,42.8447,-91.3414
Manassas Park,VA,17123,38.7709,-77.4429
Union,IL,17122,37.4713,-89.2551
Mason,KY,17068,38.5952,-83.8242
Bristol,VA,17036,36.6180,-82.1605
Arkansas,AR,17024,34.2892,-91.3742
Chickasaw,MS,17024,33.9208,-88.9479
Gunnison,CO,17018,38.6667,-107.0316
Tama,IA,17017,42.0798,-92.5326
Falls,TX,17013,31.2533,-96.9359
Piscataquis,ME,16936,45.8373,-69.2846
Lewis,WV,16920,38.9959,-80.5022
Rabun,GA,16915,34.8818,-83.4020
Robertson,TX,16912,31.0270,-96.5129
Marion,AR,16905,36.2684,-92.6842
Cooper,MO,16893,38.8435,-92.8101
McCreary,KY,16892,36.7371,-84.4842
Scurry,TX,16883,32.7463,-100.9164
Buckingham,VA,16869,37.5722,-78.5288
Hardin,IA,16861,42.3839,-93.2404
Edgar,IL,16852,39.6786,-87.7456
Holmes,MS,16848,33.1235,-90.0921
Cross,AR,16827,35.2957,-90.7711
Long,GA,16804,31.7526,-81.7458
Idaho,ID,16787,45.8441,-115.4675
Jackson,AR,16784,35.5992,-91.2145
Warren,IL,16760,40.8488,-90.6150
Bond,IL,16750,38.8868,-89.4355
Dixie,FL,16737,29.6086,-83.1587
Madison,AR,16737,36.0110,-93.7246
Lafayette,WI,16716,42.6605,-90.1317
Rush,IN,16716,39.6200,-85.4658
Giles,VA,16711,37.3142,-80.7029
Union,SD,16700,42.8325,-96.6560
Piatt,IL,16698,40.0103,-88.5911
Baker,OR,16685,44.7092,-117.6753
Washburn,WI,16685,45.8992,-91.7912
La Paz,AZ,16681,33.7294,-113.9815
Madison,IA,16609,41.3307,-94.0155
Taylor,WV,16602,39.3360,-80.0462
Iowa,IA,16575,41.6863,-92.0655
Burnett,WI,16561,45.8627,-92.3676
Lee,SC,16557,34.1633,-80.2545
Richland,ND,16548,46.2646,-96.9483
Fountain,IN,16468,40.1209,-87.2420
Alamosa,CO,16460,37.5729,-105.7883
Socorro,NM,16453,34.0072,-106.9303
Crawford,IA,16450,42.0372,-95.3820
Clay,IA,16423,43.0826,-95.1509
Potter,PA,16390,41.7449,-77.8958
Radford,VA,16379,37.1229,-80.5587
Phillips,AR,16373,34.4274,-90.8489
New Madrid,MO,16341,36.5946,-89.6517
Parke,IN,16327,39.7736,-87.2064
Wayne,TN,16325,35.2399,-87.7881
Jasper,MS,16320,32.0191,-89.1189
Atchison,KS,16309,39.5317,-95.3135
Fayette,AL,16297,33.7212,-87.7389
Brooks,GA,16275,30.8420,-83.5802
Lawrence,AR,16258,36.0412,-91.1070
Appomattox,VA,16253,37.3723,-78.8126
Dade,GA,16239,34.8546,-85.5044
Hill,MT,16238,48.6282,-110.1112
Lawrence,KY,16228,38.0679,-82.7348
Bayfield,WI,16214,46.5237,-91.2009
Rockcastle,KY,16171,37.3652,-84.3160
Kanabec,MN,16145,45.9452,-93.2934
Wayne,IL,16127,38.4296,-88.4256
Crawford,WI,16123,43.2395,-90.9310
Bates,MO,16101,38.2573,-94.3400
Sequatchie,TN,16065,35.3712,-85.4106
Ashland,WI,16041,46.3149,-90.6780
Otoe,NE,15995,40.6485,-96.1348
Brunswick,VA,15965,36.7648,-77.8590
Casey,KY,15942,37.3223,-84.9283
Benton,TN,15933,36.0698,-88.0683
Leon,TX,15928,31.2965,-95.9957
Sevier,AR,15913,33.9972,-94.2412
Van Buren,AR,15900,35.5806,-92.5158
Trinity,CA,15889,40.6507,-123.1126
Aitkin,MN,15859,46.6082,-93.4155
Neosho,KS,15826,37.5585,-95.3068
Osage,KS,15787,38.6523,-95.7269
Jefferson,IA,15785,41.0318,-91.9489
Henry,KY,15731,38.4485,-85.1189
Grand,CO,15724,40.1026,-106.1183
Richland,IL,15716,38.7124,-88.0851
Mercer,IL,15692,41.2053,-90.7414
Pawnee,OK,15682,36.3169,-96.6992
Nottoway,VA,15638,37.1430,-78.0512
Marquette,WI,15619,43.8196,-89.3987
Floyd,IA,15601,43.0599,-92.7890
Carroll,IL,15594,42.0687,-89.9343
Jefferson,GA,15591,33.0549,-82.4182
Pemiscot,MO,15555,36.2114,-89.7854
Clarke,MS,15553,32.0414,-88.6894
De Witt,IL,15535,40.1746,-88.9041
Floyd,VA,15532,36.9316,-80.3625
Barbour,WV,15527,39.1330,-80.0030
Union,FL,15524,30.0439,-82.3714
Gooding,ID,15520,42.9710,-114.8115
Brown,IN,15513,39.1962,-86.2274
Marshall,OK,15494,34.0245,-96.7691
Vermillion,IN,15488,39.8538,-87.4640
Williamsburg,VA,15486,37.2693,-76.7076
Clark,IL,15467,39.3336,-87.7877
Washington,AL,15434,31.4076,-88.2079
Redwood,MN,15428,44.4037,-95.2538
Moniteau,MO,15401,38.6328,-92.5831
West Feliciana,LA,15358,30.8798,-91.4200
Grayson,VA,15356,36.6565,-81.2249
Tipton,IN,15328,40.3113,-86.0519
Lawrence,IL,15302,38.7200,-87.7268
Roseau,MN,15294,48.7751,-95.8108
Kingfisher,OK,15290,35.9454,-97.9421
Page,IA,15225,40.7391,-95.1502
Torrance,NM,15203,34.6405,-105.8508
Macon,MO,15173,39.8308,-92.5646
Alleghany,VA,15159,37.7878,-80.0062
Cleburne,AL,15144,33.6745,-85.5188
Pecos,TX,15114,30.7810,-102.7235
Fleming,KY,15111,38.3701,-83.6966
Jackson,LA,15093,32.3020,-92.5578
Missaukee,MI,15089,44.3374,-85.0947
Arenac,MI,15031,44.0655,-83.8952
Jackson,TX,15010,28.9542,-96.5776
Gulf,FL,15002,29.9565,-85.2263
Mitchell,NC,14989,36.0133,-82.1636
Hamilton,IA,14979,42.3838,-93.7068
Oglethorpe,GA,14974,33.8807,-83.0807
Clay,SD,14953,42.9146,-96.9756
Sibley,MN,14950,44.5795,-94.2321
Larue,KY,14902,37.5458,-85.6979
Jasper,GA,14882,33.3164,-83.6881
Clarke,VA,14882,39.1123,-77.9967
Bledsoe,TN,14816,35.5964,-85.2051
Karnes,TX,14805,28.9057,-97.8594
Gasconade,MO,14801,38.4409,-91.5079
Jeff Davis,GA,14791,31.8056,-82.6368
Pike,IL,14776,39.6225,-90.8863
Nelson,VA,14773,37.7874,-78.8868
LaSalle,LA,14764,31.6769,-92.1605
Hale,AL,14742,32.7627,-87.6291
Kossuth,IA,14718,43.2041,-94.2067
Renville,MN,14707,44.7268,-94.9471
Nolan,TX,14657,32.3035,-100.4060
Pendleton,KY,14638,38.6956,-84.3603
Harrison,IA,14623,41.6829,-95.8168
Carbon,WY,14609,41.6945,-106.9306
Mills,IA,14605,41.0334,-95.6213
Gogebic,MI,14597,46.4087,-89.6943
Falls Church,VA,14576,38.8847,-77.1751
Fulton,PA,14545,39.9254,-78.1127
Clay,AR,14537,36.3682,-90.4176
Moultrie,IL,14531,39.6415,-88.6193
Harrison,OH,14528,40.2938,-81.0911
San Juan,UT,14524,37.6260,-109.8046
Dent,MO,14509,37.6066,-91.5079
Cannon,TN,14481,35.8087,-86.0617
Jefferson,FL,14458,30.4375,-83.8953
Wetzel,WV,14431,39.6053,-80.6391
Las Animas,CO,14422,37.3158,-104.0386
Bourbon,KS,14405,37.8552,-94.8493
Livingston,MO,14402,39.7821,-93.5483
Franklin,ID,14376,42.1811,-111.8132
Butler,IA,14376,42.7316,-92.7902
Cedar,MO,14314,37.7238,-93.8566
Smith,MS,14310,32.0177,-89.5067
Choctaw,OK,14285,34.0266,-95.5522
Knott,KY,14282,37.3540,-82.9541
Saline,NE,14275,40.5241,-97.1409
Hardy,WV,14249,39.0075,-78.8580
Noble,OH,14216,39.7660,-81.4555
York,NE,14212,40.8727,-97.5971
Clay,AL,14209,33.2690,-85.8605
Claiborne,LA,14203,32.8227,-92.9958
Rusk,WI,14179,45.4751,-91.1332
Trigg,KY,14154,36.8064,-87.8733
Calhoun,SC,14145,33.6749,-80.7803
Craig,OK,14144,36.7617,-95.2085
O'Brien,IA,14138,43.0838,-95.6249
Estill,KY,14138,37.6924,-83.9643
Massac,IL,14135,37.2189,-88.7076
Swain,NC,14130,35.4868,-83.4928
Atoka,OK,14117,34.3737,-96.0378
Wadena,MN,14108,46.5858,-94.9694
Dickenson,VA,14089,37.1258,-82.3504
McKenzie,ND,14081,47.7402,-103.3953
Price,WI,14066,45.6804,-90.3614
Nantucket,MA,14065,41.2831,-70.0692
Allamakee,IA,14046,43.2843,-91.3781
Roane,WV,14027,38.7140,-81.3483
Screven,GA,14026,32.7506,-81.6120
Reeves,TX,14022,31.3230,-103.6930
Pennington,MN,13995,48.0662,-96.0367
Crockett,TN,13955,35.8135,-89.1395
Faribault,MN,13931,43.6739,-93.9480
Ketchikan Gateway,AK,13910,55.5852,-130.9282
Zapata,TX,13896,27.0008,-99.1686
Walthall,MS,13888,31.1484,-90.1061
Lamar,AL,13885,33.7791,-88.0970
Callahan,TX,13869,32.2976,-99.3735
Morgan,OH,13851,39.6204,-81.8527
Morgan,KY,13840,37.9223,-83.2589
Murray,OK,13837,34.4823,-97.0679
Chowan,NC,13835,36.1508,-76.6079
White,IL,13834,38.0875,-88.1796
Newton,IN,13829,40.9558,-87.3976
Madison,VA,13828,38.4137,-78.2792
Washington,IL,13781,38.3522,-89.4105
Glacier,MT,13781,48.7051,-112.9947
Calhoun,FL,13753,30.4060,-85.1972
Izard,AR,13748,36.0949,-91.9134
Trinity,TX,13735,31.0888,-95.1355
Converse,WY,13729,42.9723,-105.5072
Stewart,TN,13724,36.5012,-87.8384
Oglala Lakota,SD,13695,43.3355,-102.5516
Greene,MS,13672,31.2142,-88.6392
Winn,LA,13665,31.9442,-92.6369
Comanche,TX,13651,31.9480,-98.5582
Breathitt,KY,13580,37.5216,-83.3241
Pend Oreille,WA,13570,48.5323,-117.2740
Madison,TX,13556,30.9655,-95.9284
Grundy,TN,13550,35.3884,-85.7226
Martinsville,VA,13539,36.6827,-79.8636
Fremont,ID,13519,44.2288,-111.4819
Archuleta,CO,13509,37.1935,-107.0483
Union,KY,13495,37.6584,-87.9454
Hamilton,FL,13492,30.4964,-82.9479
Ford,IL,13484,40.5972,-88.2233
Hughes,OK,13409,35.0484,-96.2502
Monroe,OH,13401,39.7274,-81.0829
Shoshone,ID,13399,47.3529,-115.8924
Osage,MO,13374,38.4604,-91.8618
Buffalo,WI,13329,44.3798,-91.7545
Johnson,IL,13313,37.4597,-88.8809
Bamberg,SC,13311,33.2148,-81.0543
Amelia,VA,13309,37.3360,-77.9761
Jackson,KS,13274,39.4168,-95.7937
Clay,IL,13248,38.7542,-88.4902
Moffat,CO,13232,40.6184,-108.2074
Mono,CA,13219,37.9391,-118.8868
Crenshaw,AL,13205,31.7315,-86.3136
Crawford,MI,13197,44.6837,-84.6103
Calhoun,MS,13193,33.9365,-89.3365
Cass,IA,13116,41.3315,-94.9278
Big Horn,MT,13090,45.4234,-107.4898
Powell,KY,13089,37.8311,-83.8237
Presque Isle,MI,13083,45.3401,-83.9180
Mason,IL,13074,40.2396,-89.9168
Kodiak Island,AK,13065,57.6791,-153.7992
Lewis,KY,13063,38.5315,-83.3780
Perquimans,NC,13053,36.2059,-76.4411
Millard,UT,13027,39.0733,-113.1008
Lamb,TX,13024,34.0686,-102.3517
Lincoln,AR,13016,33.9570,-91.7344
Jackson,KY,13002,37.4198,-84.0058
Bienville,LA,12958,32.3473,-93.0561
Cass,IL,12955,39.9735,-90.2474
Webster,KY,12951,37.5184,-87.6832
Wright,IA,12897,42.7331,-93.7352
Meigs,TN,12839,35.5129,-84.8133
Wilbarger,TX,12795,34.0808,-99.2410
Vinton,OH,12790,39.2510,-82.4853
Howard,AR,12779,34.0889,-93.9936
Bath,KY,12739,38.1450,-83.7427
Amite,MS,12683,31.1744,-90.8044
Choctaw,AL,12669,32.0198,-88.2632
Madison,MO,12649,37.4780,-90.3450
Lewis,TN,12637,35.5273,-87.4931
Caldwell,KY,12635,37.1454,-87.8679
Tallahatchie,MS,12621,33.9505,-90.1733
Telfair,GA,12619,31.9298,-82.9390
Sanders,MT,12615,47.6748,-115.1333
Goshen,WY,12592,42.0879,-104.3533
Allen,KS,12554,37.8857,-95.3014
Charlton,GA,12547,30.7817,-82.1380
Towns,GA,12546,34.9167,-83.7373
Camp,TX,12543,32.9732,-94.9785
Braxton,WV,12505,38.6999,-80.7193
Yalobusha,MS,12499,34.0282,-89.7076
Pulaski,IN,12498,41.0419,-86.6988
Poquoson,VA,12479,37.1309,-76.3569
Chippewa,MN,12466,45.0223,-95.5667
Monroe,WV,12438,37.5604,-80.5505
Bleckley,GA,12413,32.4345,-83.3278
Stone,AR,12393,35.8599,-92.1568
Colfax,NM,12370,36.6061,-104.6468
Morgan,UT,12367,41.0893,-111.5732
Butler,KY,12365,37.2073,-86.6816
Grundy,IA,12351,42.4019,-92.7914
Dawson,TX,12342,32.7426,-101.9476
Boundary,ID,12335,48.7669,-116.4629
Newton,TX,12333,30.7863,-93.7448
Pamlico,NC,12317,35.1434,-76.7407
Mississippi,MO,12305,36.8281,-89.2911
Rolette,ND,12292,48.7724,-99.8409
Lake,MI,12285,43.9901,-85.8016
Menard,IL,12284,40.0274,-89.8022
Todd,KY,12281,36.8357,-87.1792
Appanoose,IA,12279,40.7432,-92.8686
Franklin,FL,12276,29.8766,-84.8137
Jefferson,MT,12273,46.1485,-112.0938
Rains,TX,12257,32.8704,-95.7934
Pike,IN,12227,38.3988,-87.2322
Sumter,AL,12196,32.5911,-88.1988
Fulton,AR,12183,36.3817,-91.8182
Edmonson,KY,12179,37.2088,-86.2384
Glades,FL,12179,26.9564,-81.1890
Crawford,GA,12156,32.7145,-83.9863
Morrow,OR,12140,45.4190,-119.5844
Northampton,VA,12132,37.3440,-75.8772
Skamania,WA,12118,46.0230,-121.9147
Union,IA,12107,41.0277,-94.2424
Macon,GA,12099,32.3584,-84.0425
Blackford,IN,12074,40.4737,-85.3248
Koochiching,MN,12072,48.2453,-93.7834
Owyhee,ID,12043,42.5814,-116.1699
Washington,KY,12025,37.7534,-85.1748
Little River,AR,12024,33.7009,-94.2352
Lyon,IA,12023,43.3805,-96.2102
Greene,IL,12015,39.3562,-90.3905
Northumberland,VA,12007,37.8873,-76.4195
Morris,TX,11993,33.1135,-94.7326
Lunenburg,VA,11988,36.9462,-78.2406
Summers,WV,11985,37.6559,-80.8586
Prowers,CO,11968,37.9552,-102.3934
Chickasaw,IA,11957,43.0601,-92.3177
Custer,MT,11957,46.2527,-105.5717
Juab,UT,11943,39.7027,-112.7848
Lawrence,MS,11933,31.5502,-90.1070
Linn,MO,11892,39.8702,-93.1072
Marion,KS,11867,38.3589,-97.0969
DeKalb,MO,11838,39.8932,-94.4047
Valley,ID,11830,44.7666,-115.5663
Terry,TX,11816,33.1738,-102.3352
Teton,ID,11813,43.7594,-111.2076
Douglas,MO,11803,36.9326,-92.4988
Marshall,IL,11740,41.0332,-89.3448
Shelby,IA,11737,41.6851,-95.3102
Jackson,TN,11730,36.3592,-85.6732
Big Horn,WY,11690,44.5267,-107.9952
Barton,MO,11683,37.5023,-94.3471
Haskell,OK,11651,35.2248,-95.1166
Magoffin,KY,11647,37.7065,-83.0649
Red River,TX,11627,33.6207,-95.0503
Ramsey,ND,11613,48.2689,-98.7201
Blanco,TX,11608,30.2664,-98.3999
Cherokee,IA,11601,42.7356,-95.6238
Trousdale,TN,11596,36.3921,-86.1568
Iron,MI,11585,46.2087,-88.5305
Conecuh,AL,11576,31.4293,-86.9937
Charlotte,VA,11563,37.0116,-78.6616
Perry,MS,11511,31.1720,-88.9924
Sierra,NM,11506,33.1305,-107.1924
Fergus,MT,11496,47.2636,-109.2245
Heard,GA,11489,33.2970,-85.1283
Decatur,TN,11483,35.6030,-88.1088
Cottonwood,MN,11481,44.0071,-95.1812
Rio Grande,CO,11442,37.5825,-106.3832
Montgomery,MO,11421,38.9415,-91.4702
Live Oak,TX,11374,28.3514,-98.1248
Greensville,VA,11373,36.6759,-77.5596
Richland,MT,11366,47.7879,-104.5614
Okfuskee,OK,11349,35.4655,-96.3228
Ward,TX,11347,31.5095,-103.1025
Monroe,KY,11331,36.7122,-85.7165
Wabash,IL,11321,38.4461,-87.8443
Pope,MN,11312,45.5860,-95.4445
Martin,KY,11298,37.8016,-82.5132
Jefferson Davis,MS,11291,31.5697,-89.8230
Desha,AR,11285,33.8309,-91.2551
Dooly,GA,11236,32.1572,-83.7988
Owen,KY,11229,38.5197,-84.8281
Lake,SD,11207,44.0221,-97.1294
Watonwan,MN,11205,43.9784,-94.6141
Green,KY,11198,37.2640,-85.5531
Clay,NC,11186,35.0572,-83.7502
McIntosh,GA,11183,31.4963,-81.4103
Bacon,GA,11138,31.5537,-82.4527
Wayne,MO,11081,37.1126,-90.4614
Washington,NC,11051,35.8225,-76.5775
Lincoln,WA,11036,47.5763,-118.4187
Grant,WV,11034,39.1051,-79.1956
Alleghany,NC,10989,36.4916,-81.1271
Noble,OK,10981,36.3886,-97.2305
Candler,GA,10946,32.4034,-82.0737
Washita,OK,10930,35.2904,-98.9922
North Slope,AK,10924,69.3119,-153.4813
Lake,MN,10915,47.6411,-91.4458
St. Helena,LA,10872,30.8219,-90.7103
Lancaster,VA,10866,37.7345,-76.4632
Sussex,VA,10866,36.9218,-77.2618
Pushmataha,OK,10845,34.4162,-95.3759
Mackinac,MI,10843,46.0805,-85.0872
Carroll,KY,10842,38.6678,-85.1236
Ripley,MO,10839,36.6528,-90.8638
Barnes,ND,10826,46.9361,-98.0716
Louisa,IA,10823,41.2185,-91.2596
Roosevelt,MT,10799,48.2945,-105.0164
Hancock,IA,10790,43.0819,-93.7343
Box Butte,NE,10778,42.2198,-103.0857
Evans,GA,10759,32.1568,-81.8869
Early,GA,10753,31.3228,-84.9036
Middlesex,VA,10738,37.6303,-76.5698
Winnebago,IA,10704,43.3776,-93.7342
Red Willow,NE,10690,40.1758,-100.4769
Bollinger,MO,10658,37.3222,-90.0259
Carbon,MT,10645,45.2274,-109.0281
Guthrie,IA,10619,41.6837,-94.5011
Washington,ID,10612,44.4524,-116.7847
Essex,VA,10602,37.9428,-76.9519
Custer,NE,10566,41.3943,-99.7262
Colfax,NE,10563,41.5740,-97.0865
Walsh,ND,10553,48.3695,-97.7213
Camden,NC,10547,36.3891,-76.2080
Mitchell,IA,10537,43.3564,-92.7890
Crawford,IN,10511,38.2924,-86.4517
Gates,NC,10509,36.4449,-76.7005
Leslie,KY,10468,37.0941,-83.3811
Bradley,AR,10461,33.4664,-92.1624
Cumberland,IL,10447,39.2733,-88.2402
Franklin,TX,10445,33.1755,-95.2184
Wilcox,AL,10441,31.9893,-87.3082
Johnston,OK,10410,34.3165,-96.6606
Butte,SD,10369,44.9058,-103.5079
Ralls,MO,10356,39.5277,-91.5220
Coosa,AL,10329,32.9362,-86.2477
Bullock,AL,10328,32.1005,-85.7157
Metcalfe,KY,10313,36.9905,-85.6292
Clay,TX,10290,33.7855,-98.2085
Montgomery,IA,10285,41.0301,-95.1564
Noxubee,MS,10261,33.1102,-88.5698
Roberts,SD,10242,45.6296,-96.9461
Alcona,MI,10238,44.6854,-83.5938
Chicot,AR,10234,33.2670,-91.2937
Nemaha,KS,10219,39.7834,-96.0141
Pike,AR,10205,34.1635,-93.6564
Love,OK,10158,33.9499,-97.2441
Lowndes,AL,10153,32.1547,-86.6501
Holt,NE,10149,42.4557,-98.7838
Howard,MO,10142,39.1425,-92.6963
Perry,AR,10055,34.9475,-92.9313
Madison,LA,10028,32.3644,-91.2427
Keokuk,IA,10026,41.3365,-92.1786
Nome,AK,10018,64.9111,-164.0274
Franklin,IA,10015,42.7325,-93.2625
Marshall,KS,10014,39.7836,-96.5229
Jackson,MN,9990,43.6742,-95.1541
Lewis,MO,9987,40.0969,-91.7221
Sabine,TX,9980,31.3432,-93.8518
Lanier,GA,9964,31.0379,-83.0628
Duval,TX,9960,27.6814,-98.5089
Webster,MS,9942,33.6131,-89.2848
Yuma,CO,9938,40.0029,-102.4243
Carroll,MS,9930,33.4485,-89.9202
Ochiltree,TX,9924,36.2784,-100.8157
Emery,UT,9898,38.9967,-110.7006
Switzerland,IN,9896,38.8262,-85.0370
Calhoun,IA,9893,42.3852,-94.6404
Pulaski,GA,9887,32.2323,-83.4760
Grundy,MO,9878,40.1139,-93.5654
Scott,AR,9871,34.8607,-94.0632
Martin,IN,9863,38.7080,-86.8031
Runnels,TX,9858,31.8311,-99.9762
Parmer,TX,9809,34.5301,-102.7845
Swift,MN,9806,45.2827,-95.6815
Montgomery,MS,9803,33.4940,-89.6164
West Carroll,LA,9800,32.7885,-91.4568
Tunica,MS,9787,34.6507,-90.3750
McLean,ND,9781,47.6069,-101.3218
Sac,IA,9778,42.3862,-95.1054
Clarke,IA,9737,41.0290,-93.7852
Benewah,ID,9731,47.2175,-116.6587
Wayne,NE,9701,42.2093,-97.1193
Zavala,TX,9700,28.8662,-99.7605
Cumberland,VA,9697,37.5121,-78.2450
Linn,KS,9696,38.2123,-94.8430
Stevens,MN,9682,45.5861,-96.0003
Grand,UT,9680,38.9820,-109.5698
Marion,TX,9668,32.7980,-94.3572
Rock,MN,9659,43.6747,-96.2532
Caldwell,LA,9658,32.0925,-92.1166
Mountrail,ND,9648,48.2013,-102.3557
McCormick,SC,9612,33.8995,-82.3100
Wilkes,GA,9610,33.7819,-82.7432
Humboldt,IA,9606,42.7765,-94.2072
Yellow Medicine,MN,9569,44.7162,-95.8684
Iron,MO,9538,37.5552,-90.7735
Latimer,OK,9537,34.8760,-95.2504
Cheyenne,NE,9489,41.2198,-102.9950
Irwin,GA,9487,31.6022,-83.2764
Brown,KS,9486,39.8265,-95.5642
Greenlee,AZ,9483,33.2152,-109.2402
Howard,IA,9479,43.3568,-92.3172
Beaverhead,MT,9469,45.1327,-112.8988
Nowata,OK,9460,36.7985,-95.6174
Brewster,TX,9454,29.8119,-103.2517
Rice,KS,9441,38.3472,-98.2010
Deer Lodge,MT,9435,46.0608,-113.0678
Clear Creek,CO,9403,39.6891,-105.6444
Chattahoochee,GA,9402,32.3470,-84.7870
Hamilton,NE,9400,40.8730,-98.0229
Pipestone,MN,9380,44.0230,-96.2587
Todd,SD,9353,43.1934,-100.7184
Emmet,IA,9349,43.3781,-94.6785
Somervell,TX,9337,32.2222,-97.7746
St. Clair,MO,9330,38.0372,-93.7760
Charles Mix,SD,9302,43.2079,-98.5879
Clinton,KY,9295,36.7274,-85.1362
Jasper,IL,9295,39.0101,-88.1538
Jones,NC,9263,35.0217,-77.3552
Montmorency,MI,9261,45.0276,-84.1272
Stephens,TX,9260,32.7359,-98.8362
Forest,WI,9239,45.6673,-88.7704
Johnson,GA,9225,32.7015,-82.6601
Pratt,KS,9175,37.6477,-98.7396
McLean,KY,9173,37.5292,-87.2636
Seminole,GA,9117,30.9388,-84.8688
Davis,IA,9093,40.7477,-92.4097
Hancock,KY,9058,37.8415,-86.7779
Claiborne,MS,9044,31.9737,-90.9118
Marshall,MN,9017,48.3581,-96.3685
Cloud,KS,9008,39.4803,-97.6493
Terrell,GA,9004,31.7770,-84.4370
Cuming,NE,9000,41.9164,-96.7874
White Pine,NV,8997,39.4421,-114.9017
Livingston,KY,8980,37.2096,-88.3537
Kemper,MS,8980,32.7546,-88.6412
Crittenden,KY,8979,37.3527,-88.0972
Stillwater,MT,8978,45.6690,-109.3952
Richmond,VA,8968,37.9426,-76.7252
Phelps,NE,8966,40.5111,-99.4145
Mitchell,TX,8947,32.3062,-100.9211
Palo Alto,IA,8938,43.0821,-94.6781
Dawson,MT,8915,47.2664,-104.8995
Catahoula,LA,8895,31.6662,-91.8470
Turner,GA,8894,31.7164,-83.6241
Caldwell,MO,8876,39.6557,-93.9827
Alger,MI,8866,46.4086,-86.6040
Wilkinson,GA,8852,32.8024,-83.1712
Wilcox,GA,8839,31.9729,-83.4323
Clearwater,ID,8810,46.6736,-115.6567
Sublette,WY,8801,42.7669,-109.9147
Greene,IA,8801,42.0363,-94.3968
Oregon,MO,8783,36.6866,-91.4033
Madison,MT,8742,45.3007,-111.9203
Lyon,KY,8721,37.0191,-88.0832
Gallatin,KY,8720,38.7569,-84.8593
Benton,IN,8709,40.6063,-87.3109
Jenkins,GA,8704,32.7924,-81.9635
Ozark,MO,8688,36.6493,-92.4447
Montgomery,GA,8687,32.1734,-82.5348
Turner,SD,8687,43.3109,-97.1487
Dimmit,TX,8672,28.4225,-99.7566
Monona,IA,8671,42.0516,-95.9599
Monroe,MO,8668,39.4954,-92.0007
Wilson,KS,8667,37.5593,-95.7434
