true,prot,deut,trit
9F68EF,3280FF,3486E3,86838D
3AE9C5,D9CEB7,E4C8CF,5BE1F3
3D24D9,004B9B,005084,00565B
F9B413,D8BF1D,F4B518,FFA7B3
8D8EF5,6A94FB,6197F0,749EAA
71CAFC,B0BDF4,ACBCFF,63CEDF
956B90,6F7696,7A758C,906F78
D53CCE,1B7BFF,657FBC,C76168
E7FA95,FFF0BB,FFEDDD,F6EDFF
732BEC,005CBE,0062A4,42656D
F4B64F,D6C053,F0B650,FCA9B6
D857AF,6C84CC,8684A2,D0676E
F5075F,7C7B84,967651,F32827
C5E729,F4D82A,FFD18D,D8D6E7
8CC833,CCB632,E4AC42,A0B9C8
F4A6F9,ACBDFF,B8BCF1,EAB1BE
C31018,6D622D,7D5C00,C11915
1745C1,0050A5,00558E,005B60
E436EF,4185FF,5889D9,D26A71
28895F,827859,8B7466,40828C
C9AF36,C4AF39,DCA63C,D2A2AE
76D6A2,CFC198,DEBAA9,87CDDD
F68405,B6A117,CD9800,FA7A82
4B8745,857942,93734D,5B7E88
B27EA7,848CAF,9189A2,AD828C
ECC5D9,CECDDD,DFC8D7,EBC4D4
CD038E,4069C0,6D697E,C5383B
FEEA0F,FFE773,FFE2BE,FFDEE8
33245E,003065,003359,2B3337
AF915A,A2945C,B48D5B,B48993
98BCD4,B1B4CF,B7B1D6,95BCCB
3D6B0A,6C6010,795B1C,4D636B
AF3063,5B617B,6F5E5A,AB3C40
01809F,6C7496,6574A2,00818B
0480A9,6974A0,5E75AC,00838C
7BCA30,CCB52F,E3AB41,93BBC9
B4820A,9C8A15,AF8211,B97881
32B3BB,A0A0AF,A19EC1,39B1BF
961096,0053AC,3A5686,8A3E42
F01454,7D7975,957448,EE2928
005BA2,38589D,005CA0,00646A
AD2D39,645E4C,745934,AB3234
8B0689,004C9D,354E7A,80373B
EAD7F3,D9DBF5,E8D6F2,E8D8E8
26DCB8,CCC2AA,D6BCC1,4ED4E5
8B7301,847508,946E0E,916A72
7E97BF,8993BC,8B92BF,779AA6
F0045C,797880,93744F,ED2624
6A7571,75716F,7D6E72,6C737C
3CD16B,C9B662,DDAE76,67C4D3
DBE1F1,DFDFF0,EEDAF3,DAE0F2
D217F1,0079FA,297ED8,BD6269
9CC9CD,C1BEC7,CBBAD0,9DC6D6
B6EEE5,E7E1DE,F5DBEA,BAEAFC
451109,2C2816,32260E,471718
D87514,A08E21,B5860B,DB6C74
224E78,3E4C74,344D78,0D555C
3BA0BE,8B92B4,8791C2,33A1AE
990678,1B4FA1,4C516B,913133
CB29B3,2070E4,6372A1,C05055
6A9301,978500,A97E1D,798792
6F397F,314E8D,3D5077,66484E
7E5472,5B6079,655F6E,7A585F
633763,3B476D,43475F,5F4045
26D530,CFB72D,E6AE46,66C5D5
D32248,726D62,86683E,D12D2E
32986C,908664,9A8173,4A909C
C7F90D,FFE773,FFE2BE,DEE7F9
2EEF35,E9CF30,FFC563,73DEEF
E0D7FA,D4D9FC,E1D5FA,DCD9EA
1113BD,003B79,003F67,004346
758014,887919,997222,7F767F
55D5B6,C8BEAA,D2B9BE,68CEDE
4C287F,003D7E,00406F,3E3F43
792580,004999,364C75,703D42
F41F60,7F7D82,987853,F23232
197DE9,4179E6,007FDC,008A93
EA0F63,747688,8E7256,E72C2B
A726A8,0060C7,476398,9A4B50
438CD4,6C85CE,5A87D4,1695A1
5745A7,0053AD,005797,405A61
47393D,3F3F41,453D3F,493C40
3B7FDD,527BDA,2C80DB,008C96
87BF4E,C2AE4B,D8A558,98B2C0
1B4B14,4B4318,544020,2D474D
AFE895,EBD78E,FFCFA0,BEDCED
3BB977,B0A26E,BF9C80,5AAFBD
F2E9D4,F3E8D3,FFE3DB,F7E3F5
A680EA,648FF7,6792E2,93919D
A47EBB,7989C2,8189B6,9B8690
D73276,6C7496,85716A,D34245
9E07E3,0062CA,0067B0,825A61
53BBF6,9CADED,92AEFA,39C1D0
FA8234,B5A23F,CD992E,FE7981
375892,425790,355990,236169
DDB3E1,B5BDE7,C3BADD,D7B7C5
3C8099,707692,6E759B,38818C
3E074C,002750,0B2946,3A2124
265873,4C536E,485375,215B63
78B12E,B4A02E,C9983C,8AA3B0
73C499,BDB290,CBAC9F,80BCCA
E1225F,74747F,8C7053,DE3334
BFE60C,F2D60D,FFCE83,D3D5E5
B3144A,5B5B66,6E5842,B02626
4909C7,00438B,004877,004D52
C8DDCF,DED6CB,EED0D2,CCD8E9
FCBA36,DDC43C,F9BA38,FFAFBA
B77467,8C846E,9D7F64,B77179
5EFE10,FBDE02,FFD7A2,90ECFE
04CC9F,BEB292,C9ACA8,45C3D3
E981F0,84A4FF,93A5E4,DC939E
A0BA89,BDB084,CFA98D,A8B1BF
42A30F,A08E11,B38629,6196A2
9EC3C1,BDB9BB,C9B5C4,A0BFCE
6212D0,004D9E,005187,33545B
3E5934,5A5335,634F3A,47555C
E1B364,CCB966,E4B064,E8A8B5
1E867F,7A7776,7D7484,2E838D
EAF961,FFEEAF,FFEBD6,FCE9FB
709B51,9D8E4E,AD8758,7D919C
98235C,495375,5C5154,943235
CB2BBD,0071EC,5E74AB,BE545A
EC6E8B,96949D,AC9081,EA7179
AB1768,495989,63585D,A63032
36A4F4,7D99EC,669CF6,00ADBA
653FBF,0057B4,005C9D,485D65
AEAB13,BAA519,D19C24,B99DAA
71ACF5,8EA5F0,83A6F6,5AB5C3
E22484,6676AD,857475,DD3F41
1753B2,0055B1,005A99,006167
701B7D,00438C,284671,66383C
8F0770,1B4A96,484C64,882E30
7D4C4C,5D5953,68564B,7D4C52
32A708,A39007,B68827,599AA6
1C0755,001F40,002137,002426
FC7910,B29D20,C99500,FF7078
2E5D43,5B5441,625149,3A5A61
12D5B4,C4BBA6,CEB6BD,44CEDE
12AC25,A69324,B98C38,4F9FAB
B08AEF,7398FB,779BE8,9E99A5
F4F5BF,FFF1C5,FFEEE3,FEECFE
A7F0A7,EFDD9E,FFD6B7,B7E5F7
671B45,323B57,3F3A41,64282B
15BDDC,A3AAD0,9DA9E3,00BECD
E32FC5,2D7DFC,7180B2,D7585E
DADAD7,DDD8D5,EFD2D8,DCD6E7
09F06D,E7D063,FEC67B,66E1F3
07ED7E,E3CD73,F8C48B,61DFF1
E6D9C6,E3D9C5,F7D2C7,EAD3E4
0B0387,002954,002B47,002F31
FACA6E,E6D070,FFC675,FFBFCC
79DFF0,CCCDE6,CFCAF7,78DEF0
485125,574E28,604A2C,4F4D53
42D2BC,C2BBAF,CAB6C4,57CCDC
FDF419,FFEEAA,FFEBD3,FFE8F1
C5F47D,FCE477,FFDFBC,D7E5F7
7B0BC0,0050A4,00548E,614D53
B6E1FC,D5D8F7,DDD5FF,B2E2F3
E3CBED,CCD0F0,DBCCEC,DFCDDC
83CE20,D1B920,EAAF37,9BBECD
3025C1,00448C,004877,004E52
058BF3,5584EE,008AF1,0096A0
384F30,514A31,594736,414C52
19956F,8B8267,947E76,3A8E99
A129BB,0061C9,2E65A9,905258
ED9C9E,B6AFA7,CBA998,ED99A5
C3164C,646369,795F43,C02828
4E824A,817547,8D7051,5C7A84
339E9A,908D90,948A9F,3E9AA7
150DAA,00356D,00385C,003C3F
354EF7,0061CA,0068AD,007076
C25394,6A78AA,7F7789,BC5E65
4449B1,0053AD,005896,155F66
953405,605514,6C5000,953336
0316EC,004894,004D7E,005356
6FBE23,BFA923,D5A037,87AFBD
4D7456,726B53,7C675B,566F78
78079A,004793,004B82,683E42
857104,81720C,916B11,8B6870
7B6839,746A3C,82653D,7F626A
160A01,171507,1A1306,1D1112
14750B,72650F,7F5F20,3A6C75
F75926,9E8D37,B38519,F85459
C9A044,B7A447,CE9C47,D095A0
0E8062,77705B,7E6C69,2F7A84
81B088,AEA382,BC9D8C,8AA8B5
B003C4,0063CC,2967AF,9F4D53
E5F76F,FFECA2,FFE9D1,F6E8FA
53D8B5,CBC1A9,D6BBBD,68D0E1
21975F,8F8358,9B7E67,438E9A
0890D6,6D85CD,5688D8,0096A1
A96F4D,877C53,97764C,AB6A72
E72294,5F79C2,847884,E14346
BA96F0,85A3FA,8BA4EA,ABA3AF
A50BEC,0066D3,006CB8,885E65
D37B9C,9193A9,A39095,D07E87
F85398,858EB7,A18B8A,F45F65
4F228E,003E80,00426F,3C4146
F708FD,4C89FF,558DE3,E4656C
3A7B6A,746F64,7B6C6F,457780
56F2FB,DBDBEE,DED8FF,75EEFF
DD10B3,1D74EE,6D76A0,D3494D
804A05,635810,705303,82464B
EB79DF,7F9FFA,969FD2,E08A94
BA8338,9D8D3E,B0863A,BE7A83
448ECD,7186C6,6487CE,2595A1
27EFA1,E2D194,F4C9AC,61E3F6
E76D9F,8D93B4,A39095,E3737C
FD2E94,7486C0,978384,F8484B
B8EC21,F6DA21,FFD292,CEDBEC
E08B72,AB9F7A,C0986E,E2868F
45A77A,9F9472,AB8F81,599FAB
200250,001E3D,001F34,112123
52C9C2,B9B5B6,BFB1C9,5CC5D4
74F163,EED65B,FFCD8B,96E1F3
04485C,3E4358,3A435F,004B51
C7773F,988A47,AC833E,CA7078
468177,797571,7F727B,4D7D87
A3B64B,C0AC4A,D5A352,AFA9B6
0C4B11,4B4216,533F1E,26474D
7EC54F,C6B24B,DCA95A,92B7C6
8DA039,A89639,BC8F42,9894A0
444535,4A4537,514339,49444A
7E59B4,3F68C0,436CAC,6E6A72
9DF384,F4DD7C,FFD6AB,B3E5F7
51AC66,A7985F,B6926E,67A2AE
9320D6,005FC3,0064AB,795960
AB2C3C,625C4F,725836,A93234
599936,998835,AA8241,6C8E99
194BB9,0051A9,005692,005D63
711218,403B28,4A3818,701A1A
25D86C,CFBB63,E3B378,60CADA
FA7D49,B09F55,C89743,FD767E
5ED3EC,BCC1E1,BCBFF3,5AD3E4
8FD27C,D2C075,E7B783,A0C6D5
775A7A,5C637E,646177,735E65
8EC1B6,BAB5AF,C6B0BA,92BCCB
CA3927,7A6E38,8B681F,C9393C
3A0A93,00346B,00375B,003B40
6B6C41,736942,7F6445,71666E
3C9377,8A836F,937F7D,4C8D98
F4BC88,D6C58B,EEBD86,FAB3C0
578D11,8E7E15,9F7725,69828C
C13966,696B7E,7D685D,BD4347
529A9C,8E8C94,938AA0,5697A3
C2232E,6D6443,7E5F27,C0292A
2DC1EE,A3AFE2,9AAFF4,00C4D4
4DEC79,E5CF6F,FBC585,79DEEF
566AC4,446DC5,2D71BF,397983
826A3E,786D41,856841,86646C
BA415F,6C6B73,7E6857,B7474B
77B6B7,ABA9AF,B2A5BB,7AB3C1
C449DD,157BFF,5080CB,B26C74
733B5F,474E6A,514D5B,6F4247
19F63A,EFD435,FFCC7F,71E5F7
64B26E,AEA067,BE9975,76A8B5
AADDA6,DDCE9F,F1C7AB,B5D3E4
948B67,948967,A38469,98848F
338575,7C776E,82737A,40818B
743F8F,2F549E,3C5686,695056
18532C,514A2C,594734,2C4F56
063136,2F2F36,2E2F3B,0E3439
87EF63,EFD65C,FFCE8C,A3DFF1
964006,665A14,735600,973E42
3F110B,292617,2F2410,411719
9F89B9,848FBC,8C8EB5,988E99
3D139B,003874,003C63,004045
0C0FDA,004288,004674,004C4F
BA7814,96851E,AA7E16,BE6F77
155432,514B31,58483A,295157
0219A2,00356C,00385C,003C3F
41C197,B5AB8C,C1A59F,5AB9C7
D82977,68729A,836F6A,D33D40
030329,001021,00111C,001213
F94A99,7F8CBC,9D898A,F4595F
E07503,A49114,B88900,E36C74
4E056A,003064,003358,442B2E
45D9B8,CAC1AB,D5BBC1,5ED2E2
313F9B,004895,004C81,005258
691586,004186,004477,5C393D
955CE3,0075F5,1C7BD6,7C7881
051515,1A191A,1A191D,0E1B1D
B902CA,0067D5,316CB4,A85055
4179E6,3F79E6,007FDC,008993
AEA47B,AEA27A,C09C7C,B39CA8
C85900,897911,9A7300,C95359
3FF984,F0DA79,FFD2A2,76EBFD
3E658B,566187,52618B,366A72
866269,6C6A6D,776767,856269
CA2DEF,0079FA,2A7ED8,B4666E
2CD76D,CEBB64,E2B279,62C9D9
BFEAC8,EADEC1,FCD7CD,C7E3F4
72316C,364A7C,444A65,6C3F43
3695F2,688EEC,4792F2,00A0AC
331748,002753,132945,30272A
1D1489,002F60,003252,003638
BDB082,BCAE81,CFA783,C3A8B4
FC930B,C2AC1B,DBA200,FF8992
2748AE,004FA4,00548E,005A60
9C42AD,2A65C8,4B68A0,8F5A60
220CCD,003F83,00446F,00494C
97F0B7,EBDCAD,FDD4BF,A7E6F9
5F6039,675E3B,725A3E,645B62
1360A3,415C9E,245FA2,00686F
9623B9,005BBD,1060A7,845056
E2C50E,DEC516,FABA1F,EEB6C3
EDC9A5,DBCDA6,F2C6A4,F2C1D0
EBF8A8,FFF0BE,FFEDDF,F8ECFF
06B185,A59A7A,AF958D,3EA9B6
A2B924,C3AD26,DBA433,B0ABB8
AB9776,A39876,B39276,AF909B
508CB9,7784B2,7284BA,44909C
5F531B,5E5421,695022,644E54
5406B0,004084,004472,2F464B
80088E,004896,224C7F,74393D
845422,6A5F2A,775A25,865055
284D4D,49484B,4C4751,2E4D53
13E280,D7C475,EBBC8C,5DD5E6
47C257,BCA951,D0A162,6AB5C3
F1C48D,DBCA8F,F3C28C,F8BAC9
262B6D,00346C,00375E,0A3B40
16F15E,E9D055,FFC776,6AE1F3
456D09,6F620F,7C5D1B,54656D
5A8D1D,8F7F1F,9F782C,6B828C
524879,3E4F7C,3F5076,4B5157
0B16EE,004996,004E80,005457
7A0A11,443E22,4E3A0F,791312
C6772D,998935,AD822D,C96F77
47DF3F,DAC23A,F3B851,77CFDF
E12081,6575AA,857372,DC3C3E
12660D,645812,6F541E,335F66
8A74CF,5A7ED7,5A81C8,78828D
7B0D5C,25417A,414253,76282B
35D667,CEBA5E,E3B173,66C8D8
4FE9AE,DDCEA1,ECC7B8,6EDFF1
C55CA8,6B7FBE,807E9D,BD6970
6CE8FD,D1D4F2,D3D2FF,6AE8FA
488A7A,827D73,89797F,518590
98D7C0,D1C8B8,DEC2C5,9FD1E1
DCA6F3,A1B6FF,AEB5ED,D2AFBD
B6F0A0,F3DF98,FFD9B8,C5E4F6
24E4DD,CFCBCF,D3C7E7,3FE0F2
27B566,AD9D5E,BC9670,52AAB7
1D77B9,5870B2,4372B9,007E87
290273,002751,002A45,002D30
AB5BBE,4F77D3,617AB3,9E6D76
8A3F0E,60551A,6D510D,8B3D41
BDA6CC,A5ABCF,B0A9C9,B8A8B5
E30BC4,0078FA,697BAF,D74F53
BDA96E,B8A96E,CCA16F,C3A0AC
5C5BBD,2C63C3,0968B6,416D76
39CA76,C1B06D,D3A980,61BECD
FD8097,A7A4A8,BF9F8E,FC818A
D4F3AF,FAE8A9,FFE3CE,E0E8FB
F1EA9A,FBE697,FFE1C6,FCDEEF
064CD7,0057B5,005D9B,006469
1BCAAC,BAB29F,C3ADB4,43C3D2
635266,545769,5B5665,61555B
7AE406,E5CA00,FFBF3C,9AD3E3
44AF81,A69B78,B29588,5AA6B4
025DE3,0063CE,0069B1,007178
E71256,777577,8F704A,E52928
67F6F5,E2DFE8,E8DAFF,90EFFF
62375C,3E4765,464659,5F3F44
1C1E39,1B253D,19263B,1C272A
A92FFE,0070E8,0077CA,896D75
20F51E,EFD31A,FFCA78,73E3F5
D6C7EC,C5CAEE,D1C7EB,D1C9D9
BC0084,3760B3,636075,B53436
AF6704,877811,987100,B26066
180EB8,003975,003D64,004144
1F4C27,4C4528,53422F,2E494F
D532C6,0F78FA,657BB3,C85A60
776286,616889,676783,72666E
178B30,86782F,94723D,41818B
0DB34B,AB9A45,BD9357,4EA6B4
37F895,EDD988,FFD1A7,6FEBFE
0397EA,6D8CE2,4F90EC,009FA9
E65E56,938966,A8834E,E65C62
ABF017,F8DB17,FFD496,C4DEF0
2BEEA0,E2D093,F3C8AB,62E2F4
0BC823,C1AB21,D8A23B,5BB9C7
6582C0,6C80BE,6681BF,568A95
8075DB,507EE3,4882D4,698691
DD9922,BAA52A,D29C24,E38D98
8F99F1,7D9BF4,769EEE,7BA5B2
87ABED,93A7EA,8FA7ED,77B2C0
854926,63592F,6F5528,86464C
0F7527,716527,7D6033,366D75
6B4EF5,0069D9,006FBB,2F767F
6EB052,B09E4E,C2975B,80A4B1
61C07D,BAAB75,CAA485,75B5C4
F23FE9,558CFF,708FD4,E36B72
F0F0F0,F4EEEF,FFEBF1,F2EDFF
F1F1F1,F5EFF0,FFECF2,F3EEFF
F2F2F2,F6F0F1,FFEDF3,F4EFFF
F3F3F3,F7F1F2,FFEFF4,F5F1FF
F4F4F4,F8F2F3,FFF0F5,F6F2FF
F5F5F5,F9F3F4,FFF1F6,F7F3FF
F6F6F6,FAF4F5,FFF3F7,F7F4FF
F7F7F7,FBF5F6,FFF4F8,F8F5FF
F8F8F8,FCF6F7,FFF5F9,F9F7FF
F9F9F9,FDF8F8,FFF7F9,FAF8FF
FAFAFA,FEF9F9,FFF8FA,FBF9FF
FBFBFB,FFFAFA,FFFAFB,FCFAFF
FCFCFC,FFFBFB,FFFBFC,FCFBFF
FDFDFD,FFFCFD,FFFCFD,FDFDFF
FEFEFE,FFFEFE,FFFEFE,FEFEFF
FFFFFF,FFFFFF,FFFFFF,FFFFFF
000000,000000,000000,000000
010101,070606,070606,060607
020202,090909,0A0909,090909
030303,0B0B0B,0C0A0B,0B0A0B
040404,0C0C0C,0D0C0C,0C0C0D
050505,0E0D0D,0F0D0D,0E0D0E
060606,0F0E0E,100E0F,0F0E0F
070707,100F10,110F10,100F11
080808,111010,121011,111012
090909,121111,131112,121113
0A0A0A,131212,141212,131214
0B0B0B,131313,151313,131314
0C0C0C,141414,161314,141415
0D0D0D,151515,171415,151516
0E0E0E,161616,181516,161517
0F0F0F,171616,191617,171618
101010,181717,1A1718,181719
111111,191818,1A1718,18181A
121212,191919,1B1819,19191B
131313,1A1A1A,1C191A,1A1A1C
141414,1B1B1B,1D1A1B,1B1A1D
151515,1C1B1C,1E1B1C,1C1B1D
161616,1D1C1C,1F1C1D,1D1C1E
171717,1E1D1D,201C1E,1E1D1F
181818,1F1E1E,211D1E,1F1E20
191919,201F1F,221E1F,1F1F21
1A1A1A,202020,231F20,202022
1B1B1B,212121,242021,212023
1C1C1C,222122,252122,222124
1D1D1D,232222,262123,232225
1E1E1E,242323,272224,242326
