true,prot,deut,trit
27F4AD,E6D69F,F7CEB8,60E9FC
A90928,5B543E,6A5022,A71815
FD901B,C0AA27,D9A112,FF8790
6A8AD7,6D88D5,628AD5,5494A0
6EC7CA,B8B6C0,BEB3D0,72C4D4
FDA5A4,C2BAAD,D8B49E,FEA2AE
14E063,D7C25A,EDB871,61D1E2
5AB1EC,94A5E4,8BA6EF,44B7C5
390C5A,002854,002B49,31272A
76F999,F3DE8E,FFD7B4,94ECFF
2ADD39,D7BF35,EFB54D,6ACDDD
10F623,EFD41F,FFCB7B,70E4F6
3C495B,45495A,47485C,3C4C52
CD11B4,006DE4,5E70A1,C1494E
D5A938,C3AE3C,DBA53C,DD9CA8
92A450,AB9B4F,BE9356,9C99A5
564C2A,554E2E,5F4A2F,5A494F
C106C8,006ADC,406EB2,B14F55
9597A6,9595A4,9E92A6,9396A2
7F566A,606170,6A5F67,7D595F
6D3039,474544,514238,6C3438
14930D,8E7E0F,9F7726,468792
0D70F7,0072EE,0079CD,00838B
162217,27241C,2A231F,1F2528
25ACE2,8D9DD8,809EE6,00B0BE
2FEA22,E4CA1F,FFBF40,72D9EA
7ADACA,CEC7BF,D8C2D1,83D5E5
608E06,918009,A2791F,70838D
94BEB1,B9B3AB,C5AEB4,98B9C7
7827F1,005EC1,0063A6,47656D
4A5271,4B5370,4C5371,46575D
2C043E,001E3E,002037,291B1D
9A7CCB,6D87D3,7188C5,8D8792
9A0C15,554D28,62490E,981513
D1589A,7381B2,8A7F8F,CB636A
60BB77,B6A76F,C6A07F,74B0BE
917671,7F7B73,8C7770,91737C
94CCE4,BEC1DD,C3BEE8,91CCDC
CB0FC5,006EE5,5172B0,BD4F55
4287BC,6F7FB5,6580BD,2D8D98
5ED19B,C8BA90,D7B4A3,74C7D7
533BD2,0055B0,005A98,006169
067AAE,6070A6,5172B0,007E87
14903F,8A7C3C,98764A,418691
49B49D,A8A193,B09CA3,58AEBC
C21FAD,0069DC,5B6C9B,B74A4F
D66DB9,7B8FCE,908DAE,CE7981
E8F0D4,F7EBD1,FFE7E0,EEE9FC
27EDC9,DCD1BA,E6CBD3,52E5F8
6D5CBE,3467C7,2C6CB6,586E77
8D1E2D,4F4B3F,5C482A,8B2527
CDE67E,F1DA7A,FFD3A1,DBD8E9
E520B6,387AEE,757CA3,DB4E52
6FD635,D5BD32,EEB447,8DC6D6
B2D17D,D8C578,EEBC82,BFC5D4
2C5E46,5B5544,62524C,385B62
B6CAE1,C3C5DE,CDC1E3,B3CADA
77E456,E3CB50,FBC163,95D4E5
B809AF,0063CE,4B669C,AB464B
7EB2C6,A5A8BF,A9A5C9,7CB1BF
3C2420,312E28,362C24,3F282B
9FE418,EACF18,FFC661,B7D3E3
DA860F,AC981B,C29009,DF7B84
30DB06,D6BD00,EFB332,6DCADA
4853A2,3258A4,1D5C9D,316169
76E9C2,DED2B6,ECCCCA,86E1F3
7F4CC9,0064D1,006AB8,68676F
3F88B1,737EA9,6D7EB3,328C97
1DC22B,BCA729,D19E3F,5BB3C1
F83344,8D825D,A37C38,F7383A
0E335A,253459,18365B,003B3F
756D41,766C43,836745,7A676F
89A492,A39B8D,AF9795,8D9FAB
F0BA38,D9C13D,F4B73B,F9ACB9
A6CE3B,D6BF3A,F0B548,B7BFCE
9EDC67,E0C962,F8C070,B1CEDE
97576A,696973,766666,955960
171780,002D5D,00304F,003336
7ADA72,D8C36A,EDBA7C,92CCDD
01400A,403910,473618,1E3E42
A2C2CC,BBBAC7,C5B6CE,A2C0CF
69DCF2,C6C9E7,C7C7F9,67DCED
DA7ACF,8098E4,9498C4,D08791
0E4ED4,0058B6,005D9C,00656A
9DD5A1,D4C699,E6BEA6,A8CCDC
26B315,AE9A15,C2922F,59A5B2
394109,483F11,503C15,413E43
21C54C,BEAA46,D2A25A,5BB7C6
6922C0,004EA1,00538B,4A5258
8229A2,0052AB,1E5693,734A50
BA2794,3C66BC,636785,B14549
56EC23,E9CE20,FFC45C,85DBEC
E5F268,FFE885,FFE4C5,F5E2F4
9FA65B,AF9F5A,C3985F,A89BA8
02AC96,9D978B,A4939D,32A6B3
79B674,B5A66E,C59F7A,87ACB9
DDBC74,D1BE75,E8B675,E4B1BF
2A4E70,424C6D,3C4C71,23535A
6DD1F0,BBC1E6,BABFF6,67D2E3
A33615,675C24,755710,A33639
5622C7,004B9B,005085,21545B
8EC0D4,B3B6CE,B9B3D7,8CBFCF
FCC696,DFCF99,F8C694,FFBECC
908499,848699,8D8497,8D848F
4D2E0C,3F3816,473513,502E32
3AF6AD,E9D89F,FBD0B8,69EBFE
E44037,887C4A,9C762E,E44144
3CE712,E2C80D,FDBD38,76D6E7
3763E9,006ADD,0070BF,007A81
71CECD,BFBCC3,C6B8D3,76CADB
2AE61A,E0C617,FABC3B,6FD5E6
08524F,4B4A4B,4D4854,185258
48F3DC,E1D9CE,EAD3E6,66ECFF
968BBF,828FC1,878EBC,8D909C
9263B2,5773BD,5F75AA,867079
BBD68D,DDCB88,F3C291,C6CBDB
E28F95,A9A39E,BD9E8F,E28D98
6764C9,386CCF,2471C2,4D767F
8D8261,8B8161,997C63,917C86
FC9FA8,BCB6B3,D2B0A1,FC9DA9
FDAA5F,CFBB65,E8B25C,FFA1AC
BF3F75,666D8D,7B6B6B,BB4A4F
D8A102,BFA90E,D79F09,E0949F
D0CBCB,CFCACA,DFC4CB,D1C8D7
10E5F6,CACDE8,C9CAFF,19E4F6
59F29F,E8D693,FCCEAA,7CE6F8
38919B,828392,83819F,3B8F9B
39BAF8,98ABEE,8AACFD,00C0CF
7716BC,004FA3,00548D,5E4D53
530754,002F62,21314D,4E2426
D87760,9C906A,B08A5B,D9727B
DB3AE1,3180FF,5C84CD,CB666D
B9342C,6F653D,7F6026,B83638
6D7504,7E6F0A,8D6916,766C74
9D8841,978843,A98245,A37F89
DAD217,E7CC1C,FFC24D,E8C2D1
A261D9,397AEF,4A7FCD,8F7882
267108,6F620D,7C5D1D,406871
53DE46,DAC241,F2B857,7CCEDF
5E1659,13376F,2E3852,592B2E
B32E0D,6C601F,7A5B00,B22F31
DE34D2,277EFF,6781BE,D05F65
1322DF,004894,004D7E,005256
79BAEC,A3B0E6,A0AFEF,6DBECD
17B62D,B09C2B,C4943F,54A8B5
F4BC35,DCC33A,F7B939,FEAEBB
FCBC2C,DFC632,FBBB30,FFB1BC
8C3548,545357,625044,8A3A3E
D57AA7,8E94B5,A0919F,D07F88
2A3D9B,004691,004A7D,005055
1C562F,544D2F,5C4937,2F5259
B61BF8,0070E7,0076CA,9A656D
C35A45,837951,957341,C3575D
CD410C,80721E,916B00,CD3F42
264887,2D4986,104C85,005359
5D12A7,004289,004676,43444A
BE70E8,568CFF,6890DC,AC8690
FEBCFC,C4CEFF,D2CBF7,F7C3D2
4C44D9,0059B9,005F9F,00666D
E52C04,86771C,977000,E52D2D
12E734,E0C730,FABC4B,69D6E7
2AA32D,9E8D2C,B0853D,5396A2
CB28A1,3F6ECE,6B6F91,C2494E
B55737,7D7242,8E6C34,B55459
8453AF,3C66BD,4569A6,76646C
BDE1AD,E4D5A7,F8CDB1,C7D8E9
89ECDE,DFD9D3,EAD3E5,91E7F9
0544EE,0058B6,005E9B,00656A
63AA80,A49A79,B19486,70A2AF
0FE6C3,D4CAB5,DFC5CD,49DEF0
6E2D48,414455,4C4345,6C3438
5A5F45,645D46,6D5949,5F5B63
95C33A,C9B339,E1AA46,A6B5C3
97B005,BAA407,D09B21,A5A2AE
1D39FB,0057B4,005D9A,006469
7A754F,7D7350,8A6E52,7F6F78
FC04D9,4586FF,7588C2,EF565B
BC45FA,147CFF,0082E3,A2737C
C78742,A49348,B88C42,CB7E87
A25E41,796F49,886A40,A35A61
B41566,505D88,695B5B,AF2F31
0C2F5A,1F3159,04335A,00383C
048B4E,847849,8F7357,38828D
25A6CB,8D96C0,8696D0,00A8B5
670DC6,004B9B,005085,434F56
3FE87E,DFCB73,F4C28A,6FDAEC
3EEC81,E3CE76,F8C58D,70DEF0
7C277C,1D4B95,3C4D72,733D42
61E3BA,D7CBAE,E4C5C3,75DBEC
A60F5D,48557D,605353,A12A2B
48B15E,AB9B58,BC9567,63A6B3
DDCDDA,D1CFDB,E1CADA,DCCBDB
09BC5B,B3A254,C59B66,4FAFBD
64E3D6,D3CDCA,DBC8DE,70DEF0
EBFD26,FFF1BC,FFEEDB,FFEBFD
69F884,F2DB7A,FFD4A7,8DEAFC
72B8E1,A3ADDA,A1ABE4,69BBCA
AC6B86,7A7C8F,897A81,A96D76
5F94EF,6D90ED,5994EE,3AA1AE
1590F9,5A89F4,188FF9,009CA6
79A972,A89B6D,B89577,84A0AC
878535,908137,A07A3B,8F7C85
1C0B73,002750,002A45,002D2F
B94944,756D53,86683F,B8494E
96C3BB,BDB8B4,C8B3BF,99BFCE
79B9AE,B0ABA6,BAA6B2,7EB4C2
2EC9F8,AAB7EC,A1B6FF,00CCDC
18FBE1,E7DED1,F0D9EC,84F0FF
802370,2B4A89,444B66,79383C
E35ADB,598DFF,7B8FCB,D6757D
76ADC1,9FA2BA,A3A0C4,74ACBA
543E16,4B441D,55401C,583C41
6D4FCE,0063CD,0068B3,4E6A73
AEEE8D,F1DC86,FFD4A9,C0E1F3
81D8DE,C9C7D4,D0C4E4,83D5E6
1807C3,003B7A,003F67,004447
302AFD,0054AE,005A94,006065
464980,394E82,344F7D,3C5359
7D7F24,897A28,99742D,85767F
70F3CE,E6DBC1,F3D4D7,82EBFE
DEDF70,F0D86E,FFD196,EBD1E1
EB9962,BBAB68,D2A35F,EF909B
A2C99B,CABD95,DBB69F,ABC0CF
965A17,756821,84631A,98545B
95D21A,D8BF1B,F2B533,AAC2D1
7167B9,4E6FBE,4971B3,60747D
E97591,9897A2,AE9388,E77780
70AFCA,9EA4C3,A0A2CD,6CAFBD
6614D9,0050A5,00558D,34585F
803889,30549D,43567F,774A50
1E8730,82752F,906F3C,427D87
EF2E71,7B7E93,957A64,EC3E41
CA528A,717AA0,877880,C55B62
F4DE0B,F8DB12,FFD598,FFCFDD
182316,28251B,2C241E,212629
43AFE5,92A1DC,87A2E9,26B4C2
6985A2,7A809E,7C7FA2,648791
BD4D63,747174,866E5C,BB5156
A80E41,55555B,67523A,A52121
AF3C8B,5067A6,686780,A84D52
F9C689,E0CE8B,F9C588,FFBCCA
917163,7D7766,8B7262,926E76
6E28F9,005DC0,0063A5,2A6971
846E13,7E6F1A,8D691C,8A666E
21D3C6,C0BBB8,C6B7CF,3FCEDE
3844B2,004FA4,00548E,005B61
80CC8B,C9B983,DAB292,90C1D1
D0D1FC,C9D1FD,D3CEFC,CAD4E5
DBE6CD,EBE0C9,FFD9D0,E1E0F1
3DCEDF,B7B9D2,B7B7E6,3FCDDD
B40708,64591E,715400,B21108
56A9DD,8F9DD5,879EE0,44AEBC
373105,3B340D,42310F,3D3134
154361,38415E,314163,00494E
E52EB0,4D7CE2,7C7D9E,DC5156
09253A,21273B,1C283D,002C30
5A2384,003F84,004374,4D3E43
EBA7B6,B9B7BE,CDB2B1,EAA6B2
BDCA8B,D2C287,E8BA8E,C6C0CF
ADD6B8,D5CAB1,E5C4BC,B4CFDF
210267,002348,00253D,00282A
C7A4C7,A7ACCB,B4A9C4,C3A6B3
6A3223,4A442D,544125,6B3337
A3D67A,DAC674,F0BD81,B2C9D9
AE6994,757D9F,837B8D,A96E77
8A9F31,A79532,BB8D3B,96939E
819E17,A5921B,B98A28,8F919D
E494CF,9FAADD,B0A8C7,DE9AA6
F592F0,99B1FF,AAB0E6,EBA0AC
BA100E,685D23,775800,B91814
BE59A8,647BBE,797B9D,B6676E
723674,374D83,444E6D,6B4449
53D8A6,CDC09A,DAB9AF,6CCFDF
3D4CE3,005DC1,0063A6,006B71
B2D762,DFC95E,F8BF6A,C2C9D9
3F738E,656B88,636B90,3B757E
FE3B11,978627,AB7F00,FF3A3B
9D6995,6F789D,7A768F,976E77
8335E7,0062CB,0068B0,5F666E
5B1459,00356F,2B3752,562A2D
6718D4,0050A4,00558D,3B575E
74B254,B2A150,C5995D,85A6B3
3BB033,AC9931,BF9142,60A3B0
2C5383,415180,365382,1A5B62
83FD44,FDE13F,FFDBAD,A6EBFE
B3BB70,C5B46D,DAAC74,BCB0BE
5683F7,4884F9,008AF1,0096A2
A2AAAD,A9A6AA,B5A2AE,A2A7B4
81E336,E4CA33,FFC049,9ED2E3
16F1B4,E2D3A6,F1CCBF,58E7F9
2D9BAE,888CA4,868AB2,2C9BA7
40D8FD,BBC4F1,B8C3FF,31DAEC
9B027A,1550A4,4C516D,933033
EE64A7,8692C1,9F8F9B,E96E76
F0250C,8A7B24,9C7400,F02826
87EEBF,E6D8B4,F6D1C7,97E5F7
01BB1C,B5A01B,CA9735,54ACBA
4655A7,3059A9,145DA2,2B646C
960530,4D4B47,5C482B,941816
DDD4A2,E1D1A0,F7C9A3,E4CBDB
98D4CA,CCC6C2,D8C1CF,9DCFE0
2CD394,C7B988,D6B29E,58C9D9
33C182,B7A978,C5A28B,57B7C5
6A68F4,0075F4,007CD5,37848E
0F359D,004084,004471,00494D
42A4BF,9095B5,8D94C3,3DA5B2
DBA909,C6AF14,DFA514,E39BA7
E6A1E9,A3B5F6,B3B3E2,DDAAB7
7009CD,004FA2,00538C,4D5258
12A25D,9A8C56,A78666,4398A4
58A332,A29031,B4893F,6E97A3
41D603,D2B900,EBAF30,72C5D5
BE8440,9E8F45,B28841,C27B85
08ACA6,9B989A,9E95AD,2AA8B5
65ACF4,8DA3EE,80A5F6,4BB4C3
B46D8F,7D8199,8C7E89,B07179
D4F51F,FFE66C,FFE1BC,E9E3F5
265FC7,1661C7,0066AF,006F76
EB79F5,7FA1FF,8BA3E7,DD8F9A
9E09F4,0065D1,006BB5,7D6169
463018,3D371F,44351E,4A3134
0E1730,141E34,0F1F33,0D2124
E01B43,79725E,8E6D38,DE2827
255991,41568D,315890,006169
8176CA,5E7DCF,5B80C5,70838D
61781B,7D6F1F,8C6927,6C6F78
094BAE,004FA4,00548E,005A60
999331,A08F34,B38838,A18893
341E6B,003063,003356,263438
824921,62582A,6F5423,83464B
32EE24,E8CE21,FFC45B,75DCEE
D1A576,BAAB78,CFA475,D59DA9
27EADA,D6D0CB,DDCBE4,48E5F7
599439,948438,A47E43,6A8994
90A9F9,8EA8F9,88A9F8,7DB3C1
5FDBA1,D1C396,E1BCAA,77D1E2
355095,335294,1C5592,175C64
EFDD6E,F3DB6D,FFD49D,FBCFDF
DEF39A,FFE995,FFE5CD,ECE7F9
F13363,827F81,9A7A57,EF3E40
177EAE,6574A6,5975B0,00828C
0CC9EC,ACB5DF,A6B4F3,00CADA
B47433,90813A,A27B34,B76C74
B5F49C,F7E294,FFDCBE,C6E8FA
85530E,6A5E18,785912,884E54
11277B,003268,003559,00393D
22EBA1,DECD94,EFC6AC,5DE0F2
E2732D,A29138,B78929,E56B73
55985C,958857,A38263,658F9A
EAFD40,FFF1BC,FFEEDC,FEEBFE
4FE22B,DEC528,F8BA43,7DD1E2
76DA7B,D6C373,EBBA84,8ECDDD
83A50F,AC9813,C09025,9298A4
A483FD,6493FF,5897F5,8B98A4
182640,222A42,1E2B42,172E32
3566C2,3766C1,006BBA,00747D
C451D0,3B7DF3,6180C1,B56C74
E3716B,9A9178,AF8B64,E36F76
D0D384,E0CD81,F8C487,DAC7D7
7BC5B5,BBB5AC,C6B0BA,82C0CF
DE949A,AAA6A2,BEA095,DE929D
5BF1D1,E2D8C4,EDD2DB,70EAFD
37AA68,A29560,B08F70,55A0AD
66ADF3,8EA4ED,83A6F5,4EB5C3
13AA04,A59100,B88A27,509CA9
B97D1E,998826,AD8121,BD747C
DFB088,C5B78A,DBB086,E3A8B5
6B092A,37373E,423528,6A1818
E46A23,9E8D30,B3851C,E6636A
249DC4,848EBA,7C8EC8,009FAC
9CC22E,CAB32F,E2AA3C,ACB3C1
9101FD,0062CB,0068AF,67646C
7D9D1C,A3911F,B7892C,8B919C
16B11A,AB981A,BF9032,53A3B0
77CF9B,C9BB92,D8B5A2,87C6D5
DB4F9A,7181B7,8B7F8D,D55D63
69E5D2,D6CFC6,E0CADA,76DFF1
EE66E2,6D97FF,8998D2,E27E87
A4414C,66625B,755E47,A24448
B9EC80,F2DC7A,FFD4A5,CADEF0
7C2723,4C4631,574323,7B2B2D
B9044C,5B5C6B,705943,B62020
773391,0050A6,305386,6B4A4F
FD0851,857F73,9D7944,FB2420
166383,525B7C,4C5C85,00666E
5B4B48,524F4B,5A4D49,5C4B51
DFC2AA,D0C5AB,E4BEA9,E3BCCA
D78172,A0967B,B4906D,D87D86
89EEAE,E8D8A3,FBD0B6,9CE4F6
DA1D25,7A6F3B,8D6918,D92422
AFB8D8,B1B6D6,B9B3D8,AAB9C8
E44058,837D70,98774E,E24549
44E045,DBC340,F3B956,75D0E1
5014A1,003E80,00426E,334348
A2B799,B9AF95,C9A99C,A8B0BE
9C0D76,29519D,51526A,953134
FC88A7,A9A9B8,C0A49E,FA8A94
A720C7,0063CD,1C68B3,94545A
0D8ADF,6082D8,3D86E0,00929C
6CA1E1,879ADC,7F9BE2,5AA8B5
76B543,B6A340,CB9B4E,89A8B5
D6DFE0,E0DBDE,F0D5E2,D8DCED
880895,004C9E,265085,7B3C40
F96D2F,A8973D,BF8F26,FB666D
D1957C,ACA181,BF9B79,D38F9A
26B5DB,9AA4CF,93A3E1,00B7C6
DD13B7,0C74F3,6C77A3,D24B4F
C7261A,73672D,84620B,C6292A
7BF8D4,ECE0C8,F9DADD,9CEEFF
DF803A,A89743,BE8F37,E27780
464FC2,005ABA,005FA2,00676F
98F078,F1D970,FFD29D,AFE1F3
9A197E,2653A2,4E5471,92383B
33F7E5,E3DCD6,EAD7F0,77EEFF
DC752A,A18F35,B68827,DF6D75
E6488A,7982A8,937F7D,E2555A
4DFC32,F8DB2E,FFD49A,86EAFD
89ACFE,8EA9FD,86ABFE,74B6C5
ADAF4E,BCA94E,D1A054,B7A3B0
87363C,555149,624E3A,86393D
00F138,EACF33,FFC668,6BE0F2
0F1D4B,00244C,002742,002A2D
ED8CD8,97A9EB,ABA8CE,E596A1
EA2BDD,3A83FF,6886C7,DB5F66
268B2C,87782B,967239,48818B
CD5253,817963,94744C,CC5258
2DC628,C0AB26,D7A23E,62B7C5
A9446A,62667C,736463,A54B50
A5A822,B5A126,CB982E,B09BA7
63977F,928B79,9C8683,6B919D
F5D94E,F3D94F,FFD191,FFCBD9
C99B8F,ABA392,BD9E8D,CA96A2
3AB3CA,9DA2BF,9BA0CF,37B3C1
6237DA,0058B6,005E9D,2F626A
146EA0,566699,4868A1,00737B
2A0855,002347,00253E,202427
02B832,B19E2F,C59543,51AAB8
483CF9,005CBE,0062A3,006A70
548BB0,7983AA,7782B1,4C8E99
610B88,003D7D,00406E,52373C
E0C701,E0C606,FBBB1A,ECB7C5
8F840B,928113,A47A1A,977A83
2CA73F,A1903B,B3894C,549BA7
14B6C6,A0A2BA,9EA0CC,18B5C3
23C385,B8AA7A,C6A48E,50B9C8
9F2FB5,0061C9,3765A5,905359
E94757,89816D,9F7C4D,E84A4E
DA7372,978F7E,AB8A6C,DA7179
682ADE,0056B2,005C99,375F67
027CAE,6272A5,5473B0,008089
5711F3,0052AA,005891,005E64
CFA123,BBA629,D39D29,D794A0
4E6464,615F62,675D66,51636B
083D43,383941,383847,103F44
84F492,F0DB88,FFD4AA,9EE7F9
396E08,6E620D,7B5C1C,4B666E
9E289C,005BBE,475E8D,93484D
A95BED,1C7CFF,2D82DE,917A84
5335A0,004998,004E84,3B4F55
43C7AF,B8B1A3,C1ACB7,57C1D0
9D80E8,628DF3,6290E1,89919C
7C2D81,224D98,3D4F77,734247
C725F2,0076F5,007DDA,B0656D
E6ABCA,B7B9D2,C8B5C5,E3ACB9
1735BB,004691,004B7C,005155
D190A3,A0A0AB,B29B9E,CF909B
F6DBEB,E2E0EE,F4DBEA,F6DAEB
4B014D,002A58,1B2C46,471F21
C24E71,737484,867169,BF5459
25C28D,B6AA82,C3A496,4EB9C7
6D0A2E,373842,43362C,6B191A
4B32BB,004B9C,005086,0F565D
50CAC3,B9B5B7,C0B2CA,5BC6D5
33DBEF,C2C5E2,C0C3F8,33DAEC
B8C330,D1BA32,EAB03C,C6B4C2
8E3068,46537D,585360,893D41
396A37,695F36,735B3F,47646C
861C0E,4F471E,5A4308,852021
262BB0,004186,004573,004A4E
8C0EE0,005CBD,0061A4,6C5A61
12E49F,D7C792,E6C0AA,56D9EA
B1C907,D5BC09,EFB226,C1B9C8
30775C,716A57,786762,3F727B
23A697,98938C,9D8F9D,3AA1AE
F900D1,3D83FF,7686BA,ED5257
EBDE39,F5DA3B,FFD293,F9CEDE
B828F7,0073ED,0079D0,9D6870
D72BE7,177CFF,4A81D1,C5636A
E03FA7,607ECE,827E98,D8565C
66FC7C,F6DE72,FFD8AD,90EDFF
BF7419,958523,A97E19,C26B73
DF243E,7B7357,8F6D34,DD2D2D
D073CD,7591E2,8891C2,C5818B
A19D3F,AA9840,BE9145,AA929D
49AAE4,8D9EDB,819FE7,2DB0BE
BE3BC0,1471EA,5874AF,B05C62
32D9AE,CABFA1,D6B9B7,56D1E1
7FEA9A,E5D290,F9CAA3,96DEF0
91F344,F5DA40,FFD396,AEE2F4
5AD326,D0B924,E9AF3D,7FC3D2
02A51A,9F8D1A,B28630,4A98A4
74487B,485784,515776,6E5157
A40D52,4C5370,615149,A02526
1C67A3,4C629D,3964A3,006E76
EF29A0,607FD0,887E8F,E84A4D
D207C0,0070E9,5A73AB,C54C51
21AA72,A09469,AD8E7A,48A1AE
EBF716,FFEC9E,FFE9CE,FEE5F7
1D59C9,005DC1,0062A7,006A71
C99333,AE9B39,C49336,CF8892
BB565D,7A756B,8B7057,BA575D
48A0AC,9091A3,928FB0,4A9EAB
8A82AC,7B85AD,8084AA,838690
063934,373534,39343A,153A3F
CFECA3,F4E19D,FFDBBC,DBE1F2
97833F,928342,A37D43,9D7A84
A1040D,595021,654B00,9F0E06
40AF7C,A69A73,B39583,58A6B3
677911,807116,8F6B20,717078
75542A,645B30,71562E,785056
A55E44,7A704C,896B42,A65B61
87CE9C,CABD94,DAB6A2,94C5D4
EC3F45,8A805B,9F793B,EB4244
532238,323543,3B3437,522A2D
CB91C0,98A0C9,A69EBA,C595A1
72ACC0,9EA1B9,A19EC3,70ABB9
DE82D3,899EE6,9B9EC9,D58E98
845361,616068,6C5E5E,82555B
2AFE17,F8DB11,FFD499,7AECFE
66DFE1,CDCBD5,D2C7E9,6CDCEE
323127,37342B,3C322C,373337
6EA358,A39454,B48D5F,7C99A5
8F4E09,6B5F15,795A08,914A4F
05050D,0B0E15,0B0E15,0C0E10
52478B,325090,2E5286,45545B
3E3856,353E59,373E56,3C3F44
E13DB1,577FDC,7E7FA1,D8585E
DBB679,CBBA7A,E1B279,E1ACB9
3218CA,004389,004775,004C50
B6335B,636472,766153,B33C40
BC5A7C,76788B,877574,B85F65
156287,505B81,475C89,00666E
C933CB,0074F2,5678B8,BA5C62
4BCBAE,BDB5A2,C7B0B6,5FC4D4
C36C12,92811E,A57A0D,C6646B
1E487D,33477A,214A7C,005157
59B4BB,A4A4B1,A8A1C0,5CB2C0
25AD8F,A09884,A99396,42A6B3
35AA8E,9E9684,A79295,4AA3B0
0A6E76,61626F,61617A,146D76
494CF3,0062CB,0068AE,007077
A0341D,645A2B,72551A,9F3437
A4B5CC,AEB1C9,B7ADCD,A1B5C3
EC947E,B4A986,CAA279,EE8F99
66A17F,9C9378,A88E84,709AA6
CF8C8A,A29B91,B49686,CF8993
FC7BCF,91A5EA,AAA3C3,F58891
61ADFE,89A5F9,79A7FF,3FB7C6
367E1D,7C6E1F,8B692C,4D747E
0E4807,48400D,503D16,26444A
466F94,606A8F,5C6A95,3E737C
95617F,6B6F87,776D7A,91646C
95E069,E2CB63,FAC273,AAD2E2
82329A,0054AF,33578E,754C51
69CF98,C7BA8E,D7B3A0,7CC5D5
8DD6CE,CBC6C5,D6C2D3,92D2E2
27AF85,A4997B,AE948D,47A7B4
ACDF89,E3CF82,F9C68F,BBD3E3
F8E2C5,F0E4C5,FFDECD,FEDBEC
8EB202,B9A400,D09B21,9EA4B1
EEBBA1,D0C4A4,E6BD9F,F2B4C2
82959A,918F96,9A8C9B,82939E
E97E68,A69A73,BC9462,EA7982
956D05,82730F,936D0D,99656C
C9AD31,C3AD35,DBA438,D2A0AC
2379DC,4575D8,007BD6,00858E
68606E,61626F,68606E,676169
7875A7,6A78A8,6C78A4,6F7B85
04F0B3,E1D2A5,F0CBBE,54E6F8
E0B085,C6B787,DCB084,E5A8B5
00B1C0,9B9EB4,999CC6,00B0BE
9FF809,FDE000,FFDAA7,BCE6F8
DBB789,CABB8A,E0B388,E0AEBC
61A9C6,979DBE,979BC9,5CAAB7
C54B84,6C759B,81737A,C0555B
F91BBC,4583F9,8384A8,F04F53
65B056,AE9D51,C0965F,79A4B1
6ADF13,DEC411,F8BA35,8DCEDE
36F0B4,E2D3A6,F1CCBF,62E6F8
132FE0,004C9E,005186,00575C
E1148C,5A74BB,7F737C,DB3B3E
B8C8A4,CCC1A0,DEBAA7,BEC0CF
F9E90A,FFE55E,FFE0B8,FFDBE7
87CA68,CBB762,E0AF70,99BDCC
15D467,CBB75E,DFAF73,5BC6D6
FBC394,DCCC97,F5C492,FFBBC9
2255D8,005DC2,0063A7,006B71
32D50D,D0B807,E8AE33,6BC5D4
BBC5DF,BFC2DD,CABFE0,B8C5D5
50EF3D,EBD038,FFC76D,82DEF0
05B4CC,9CA1C0,98A0D2,00B4C2
9419A7,0056B2,295A96,85464B
E91AB3,3D7BED,797CA0,E04B4F
8F9883,9B9380,A88E85,93929E
6DCFF9,B6C0F0,B3BFFF,62D2E3
6430E2,0058B6,005D9C,2B636A
E869DB,6D96FC,8A97CD,DC7E87
8E16C9,0059B8,005EA0,765258
CEB210,C9B218,E2A81F,D8A4B0
A6B926,C4AE28,DCA534,B4ABB8
965FD3,3575E6,417AC8,82757E
58B13E,AF9C3B,C2944A,71A4B1
06BAC6,A4A5B9,A3A3CD,16B8C7
7AB09E,AAA397,B59EA2,80AAB8
860CF5,005EC2,0064A7,5B626A
558FEA,678BE7,4F8FE9,289CA9
F72988,7481B2,957E78,F34245
FCE1AC,F4E3AC,FFDDC2,FFDAE7
967ABE,6F84C4,7484B9,8B838D
367057,6B6553,73615C,426B74
2D166B,002C5A,002E4D,183034
04732D,6E632C,7A5E38,326B74
EFC349,DFC74C,FABD4C,F9B5C3
50D70A,D4BB00,EDB131,7BC6D6
9E096A,37518F,56515F,982C2E
1D09D2,004084,004470,00494C
87CA39,CDB637,E5AD47,9CBBCA
2EB2CA,9BA0BE,989FD0,29B2C0
395C21,5E5424,68502B,46565D
F07898,9C9CAA,B2978F,EE7B83
83A138,A79538,BA8E41,9095A1
A29FD8,93A1D9,97A1D6,98A5B2
4463AC,4563AB,3466A9,296F77
055EBB,265DB8,0062A8,006A71
D44F7C,797D93,8F7972,D0575C
3C8DEF,5E88EB,388DEE,009AA5
B06945,867A4D,967444,B1646B
ABD0E3,C6C8DE,CFC4E6,A9CFE0
A00AB3,005ABB,275EA0,90484D
27D79F,CABC92,D7B6A9,55CDDE
0CB7AA,A6A19E,AB9DB1,32B2C0
014671,34436D,254572,004C51
3EA91D,A6931E,B98B32,609CA8
D3EF2F,FEE12F,FFDCAD,E6DEEF
88D9A4,D4C69B,E5BFAB,96D0E0
DBB53C,CEB83F,E7AE40,E4A8B4
3FCB8B,C1B280,D0AC94,60C1D0
B394D3,8D9DD9,959DCE,A99BA7
D860B3,7289CD,8A88A7,D06E76
F1BA4B,D8C24F,F3B84D,FAADBA
3C4BD9,005BBC,0060A1,00686E
20C217,BCA716,D29E33,5DB3C1
